id,type,modified,language,license,rightsHolder,accessRights,bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,materialSampleID,occurrenceID,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,associatedMedia,associatedReferences,associatedSequences,associatedTaxa,organismID,organismName,organismScope,associatedOccurrences,associatedOrganisms,previousIdentifications,organismRemarks,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,identificationVerificationStatus,typeStatus,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks
767126639,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126639,BOMBUS25164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126640,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126640,BOMBUS25165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126641,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126641,BOMBUS25166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126642,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126642,BOMBUS25167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126643,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126643,BOMBUS25168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126644,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126644,BOMBUS25169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126645,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126645,BOMBUS2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,7,25,,,,,,,,,,,,,USA,,New Hampshire,,,Mt. Washington,,,,,,,,,,,,,44.27102,-71.30552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus terricola,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,terricola,,,,Kirby 1837,,,,,
767126646,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126646,BOMBUS25170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126647,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126647,BOMBUS25171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126648,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126648,BOMBUS25172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126649,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126649,BOMBUS25173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126650,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126650,BOMBUS25174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126651,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126651,BOMBUS25175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126652,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126652,BOMBUS25176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126653,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126653,BOMBUS25177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126654,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126654,BOMBUS25178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126655,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126655,BOMBUS25179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126656,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126656,BOMBUS2518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,7,13,,,,,,,,,,,,,Canada,,Ontario,,,Wagarville,,,,,,,,,,,,,44.64038,-76.80341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus terricola,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,terricola,,,,Kirby 1837,,,,,
767126657,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126657,BOMBUS25180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126658,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126658,BOMBUS25181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126659,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126659,BOMBUS25182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126660,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126660,BOMBUS25183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Sowbelly Cyn Coffee Park,,,,,,,,,,,,,42.75806,-103.82278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126661,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126661,BOMBUS25184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126662,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126662,BOMBUS25185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126663,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126663,BOMBUS25186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126664,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126664,BOMBUS25187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126665,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126665,BOMBUS25188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126666,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126666,BOMBUS25189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126667,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126667,BOMBUS2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,6,8,,,,,,,,,,,,,USA,,New York,Cayuga,,Fair Haven Beach S.P.,,,,,,,,,,,,,43.33971,-76.68858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus terricola,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,terricola,,,,Kirby 1837,,,,,
767126668,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126668,BOMBUS25190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,"15mi S Harrison, Hwy 29",,,,,,,,,,,,,42.4824,-103.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126669,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126669,BOMBUS25191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126670,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126670,BOMBUS25192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126671,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126671,BOMBUS25193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126672,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126672,BOMBUS25194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126673,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126673,BOMBUS25195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126674,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126674,BOMBUS25196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126675,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126675,BOMBUS25197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,6,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Toadstool Park,,,,,,,,,,,,,42.85111,-103.5875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126676,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126676,BOMBUS25198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Smiley Cyn Fort Robinson,,,,,,,,,,,,,42.68444,-103.51056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126677,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126677,BOMBUS25199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Smiley Cyn Fort Robinson,,,,,,,,,,,,,42.68444,-103.51056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126678,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126678,BOMBUS252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,17,,,,,,,,,,,,,USA,,New York,Monroe,,,,,,,,,,,,,,,43.28412,-77.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus impatiens,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,impatiens,,,,Cresson 1863,,,,,
767126679,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126679,BOMBUS2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,9,18,,,,,,,,,,,,,USA,,New York,,,Ithaca; Campus,,,,,,,,,,,,,42.45398,-76.48433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus terricola,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,terricola,,,,Kirby 1837,,,,,
767126680,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126680,BOMBUS25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Sioux,,Smiley Cyn Fort Robinson,,,,,,,,,,,,,42.68444,-103.51056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126681,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126681,BOMBUS25201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,8,5,,,,,,,,,,,,,USA,,Nebraska,Dawes,,Fort Robinson,,,,,,,,,,,,,42.66722,-103.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
767126682,,,,,,,,,,,,USDA-ARS,BBSL,,,PreservedSpecimen,,,,,767126682,BOMBUS25202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,8,12,,,,,,,,,,,,,USA,,Nebraska,Dawes,,T30N R51W S26 NE1/4,,,,,,,,,,,,,42.5462,-103.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bombus huntii,,,,,,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,huntii,,,,Greene 1860,,,,,
